Please indicate your age:,What is your gender?,Please specify your ethnicity.,"What is the highest degree or level of school you have completed? (If currently enrolled, highest degree received.)",TIME,Progress,Duration (in seconds),Location Latitude,Location Longitude,Q7,How likely are you to do the following when you use Facebook? - Click on suggested posts,How likely are you to do the following when you use Facebook? - Read articles,How likely are you to do the following when you use Facebook? - Click on links to products,How likely are you to do the following when you use Facebook? - Share photos,How likely are you to do the following when you use Facebook? - Find new connections,How likely are you to do the following when you use Facebook? - Message others,How likely are you to do the following when you use Facebook? - Play games,How likely are you to do the following when you use Facebook? - Others (Please indicate),How likely are you to do the following when you use Facebook? - Others (Please indicate) - Text,The Facebook platform is: - Low end,The Facebook platform is: - Elegant,The Facebook platform is: - Prestigious,The Facebook platform is: - Sophisticated,The Facebook platform is: - Conventional,The Facebook platform is: - Expensive,The Facebook platform is: - Modest,The Facebook platform is: - Stylish,The Facebook platform is: - Sincere,Please indicate the extent to which you agree with the following statements regarding Facebook: - I know a lot about Facebook,Please indicate the extent to which you agree with the following statements regarding Facebook: - Facebook is relevant to me,Please indicate the extent to which you agree with the following statements regarding Facebook: - Facebook stands out from its competitors,Please indicate the extent to which you agree with the following statements regarding Facebook: - I hold Facebook in high regard,"Compared with other used social media platforms, please rate Facebook's website/mobile app experience?","On a scale of 1 to 10, please rate your experience of using Facebook on following aspects: - Design","On a scale of 1 to 10, please rate your experience of using Facebook on following aspects: - Easy to use","On a scale of 1 to 10, please rate your experience of using Facebook on following aspects: - Personalization","On a scale of 1 to 10, please rate your experience of using Facebook on following aspects: - Privacy","On a scale of 1 to 10, please rate your experience of using Facebook on following aspects: - Easy to share","On a scale of 1 to 10, please rate your experience of using Facebook on following aspects: - Easy to make friend","On a scale of 1 to 10, please rate your experience of using Facebook on following aspects: - Useful Information","On a scale of 1 to 10, please rate your experience of using Facebook on following aspects: - Others (please specify)","On a scale of 1 to 10, please rate your experience of using Facebook on following aspects: - Others (please specify) - Text",Please indicate the amount of time you use Facebook per week: - Selected Choice,Please indicate the amount of time you use Facebook per week: - > 8 hours (please specify) - Text,What percent of your total social media usage time is spent on Facebook? - %,How likely are you to recommend Facebook to a colleague or friend?,Q14,The Instagram platform is: - Low end,The Instagram platform is: - Elegant,The Instagram platform is: - Prestigious,The Instagram platform is: - Sophisticated,The Instagram platform is: - Conventional,The Instagram platform is: - Expensive,The Instagram platform is: - Modest,The Instagram platform is: - Stylish,The Instagram platform is: - Sincere,Please indicate the extent to which you agree with the following statements regarding Instagram: - I know a lot about Instagram,Please indicate the extent to which you agree with the following statements regarding Instagram: - Instagram is relevant to me,Please indicate the extent to which you agree with the following statements regarding Instagram: - Instagram stands out from its competitors,Please indicate the extent to which you agree with the following statements regarding Instagram: - I hold Instagram in high regard,"Compared with other used social media platforms, please rate Instagram's website/mobile app experience?","On a scale of 1 to 10, please rate your experience of using Instagram on following aspects: - Design","On a scale of 1 to 10, please rate your experience of using Instagram on following aspects: - Easy to use","On a scale of 1 to 10, please rate your experience of using Instagram on following aspects: - Personalization","On a scale of 1 to 10, please rate your experience of using Instagram on following aspects: - Privacy","On a scale of 1 to 10, please rate your experience of using Instagram on following aspects: - Easy to share","On a scale of 1 to 10, please rate your experience of using Instagram on following aspects: - Easy to make friend","On a scale of 1 to 10, please rate your experience of using Instagram on following aspects: - Useful Information","On a scale of 1 to 10, please rate your experience of using Instagram on following aspects: - Others (please specify)","On a scale of 1 to 10, please rate your experience of using Instagram on following aspects: - Others (please specify) - Text",Please indicate the amount of time you use Instagram per week: - Selected Choice,Please indicate the amount of time you use Instagram per week: - > 8 hours (please specify) - Text,What percent of your total social media usage time is spent on Instagram? - %,How likely are you to recommend Instagram to a colleague or friend?,Q20,The Whatsapp platform is: - Low end,The Whatsapp platform is: - Elegant,The Whatsapp platform is: - Prestigious,The Whatsapp platform is: - Sophisticated,The Whatsapp platform is: - Conventional,The Whatsapp platform is: - Expensive,The Whatsapp platform is: - Modest,The Whatsapp platform is: - Stylish,The Whatsapp platform is: - Sincere,Please indicate the extent to which you agree with the following statements regarding Whatsapp: - I know a lot about Whatsapp,Please indicate the extent to which you agree with the following statements regarding Whatsapp: - Whatsapp is relevant to me,Please indicate the extent to which you agree with the following statements regarding Whatsapp: - Whatsapp stands out from its competitors,Please indicate the extent to which you agree with the following statements regarding Whatsapp: - I hold Whatsapp in high regard,"Compared with other used social media platforms, please rate Whatsapp's website/mobile app experience?","On a scale of 1 to 10, please rate your experience of using Whatsapp on following aspects: - Design","On a scale of 1 to 10, please rate your experience of using Whatsapp on following aspects: - Easy to use","On a scale of 1 to 10, please rate your experience of using Whatsapp on following aspects: - Personalization","On a scale of 1 to 10, please rate your experience of using Whatsapp on following aspects: - Privacy","On a scale of 1 to 10, please rate your experience of using Whatsapp on following aspects: - Easy to share","On a scale of 1 to 10, please rate your experience of using Whatsapp on following aspects: - Easy to make friend","On a scale of 1 to 10, please rate your experience of using Whatsapp on following aspects: - Useful Information","On a scale of 1 to 10, please rate your experience of using Whatsapp on following aspects: - Others (please specify)","On a scale of 1 to 10, please rate your experience of using Whatsapp on following aspects: - Others (please specify) - Text",Please indicate the amount of time you use Whatsapp per week: - Selected Choice,Please indicate the amount of time you use Whatsapp per week: - > 8 hours (please specify) - Text,What percent of your total social media usage time is spent on Whatsapp? - %,How likely are you to recommend Whatsapp to a colleague or friend?
4,1,1,8,05:00,100,319,40.73170471,-73.9885025,3,3,3,3,3,3,3,3,3,,4,4,4,4,4,5,5,5,5,3,4,5,5,4,6,7,7,6,6,6,7,6,,3,,65,6,3,4,5,4,5,4,5,4,4,4,4,5,5,5,3,6,6,5,6,6,6,6,0,,3,,58,6,4,4,4,4,4,4,4,4,5,5,4,4,5,5,3,6,6,6,7,6,5,6,0,,3,,55,6
3,2,1,8,06:00,100,388,38.11289978,-122.1331024,5,3,2,2,1,2,1,2,5,,6,3,3,3,6,3,3,3,1,6,6,6,2,4,4,7,8,1,7,7,7,0,,4,,32,4,5,1,6,6,6,3,6,5,6,6,7,7,7,7,1,9,10,10,2,10,9,10,0,,5,,51,10,4,3,3,4,3,4,3,4,3,3,5,5,5,2,4,2,6,3,3,7,6,7,0,,1,,0,0
4,2,1,8,06:00,100,381,41.10339355,-104.905899,5,3,2,3,1,2,1,5,5,,1,3,3,3,6,1,6,3,4,6,6,6,6,2,5,10,4,8,10,10,6,0,na,3,,91,10,4,3,3,3,3,5,1,5,4,5,3,4,4,4,3,5,5,5,5,5,5,5,0,na,1,,1,5,1,5,5,5,5,5,5,5,5,5,1,4,4,4,3,5,5,5,5,5,5,5,5,na,1,,0,5
3,1,1,8,07:00,100,411,28.2118988,-80.75830078,5,4,3,3,4,2,1,2,4,nothing,6,1,1,1,6,1,1,1,1,6,2,3,1,5,1,1,2,0,4,6,0,10,Fake News,2,,10,1,4,3,1,1,1,6,1,1,1,1,2,1,1,1,3,3,2,2,1,5,0,0,0,nothing,1,,5,5,1,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,5,5,5,5,never used,1,,0,5
2,1,3,4,07:00,100,403,40.0256958,-74.89160156,5,1,1,5,1,1,1,5,5,,1,4,4,4,6,1,6,4,6,7,7,7,1,3,6,10,3,1,10,5,7,0,,1,,10,4,5,1,6,4,4,6,1,6,6,6,7,7,7,7,1,10,10,10,10,10,10,10,0,,2,,30,10,1,4,4,4,4,4,4,4,4,4,1,1,1,1,3,0,0,0,0,0,0,0,0,,1,,0,0
3,1,1,8,07:00,100,393,39.27839661,-76.55699921,5,4,3,2,4,4,1,2,1,,4,3,1,1,1,4,4,3,4,5,4,4,5,2,5,4,2,7,6,4,6,0,,3,,68,3,3,4,6,6,4,6,4,4,6,3,4,2,6,4,2,2,4,7,5,3,8,7,0,,3,,39,3,2,3,4,6,3,5,4,5,5,4,3,6,5,4,3,7,4,5,7,2,5,3,0,,1,,4,1
2,1,1,8,07:00,100,422,32.94900513,-96.43450165,5,3,3,1,3,4,2,2,2,check for jobs,3,6,4,3,4,4,5,3,4,4,3,5,2,4,3,5,5,7,3,6,7,5,fun,2,,39,5,4,5,5,3,5,3,4,3,4,3,2,3,5,3,2,4,6,4,6,7,5,3,6,talk to friends,3,,53,4,4,3,5,3,3,1,1,3,5,4,3,5,4,3,3,5,3,6,6,8,7,7,5,cost,3,,43,4
3,1,1,5,07:00,100,418,40.76179504,-73.32929993,4,3,2,5,5,3,5,5,5,,6,3,4,4,4,4,6,4,4,5,3,3,1,4,4,6,3,1,5,5,4,0,,2,,10,0,5,3,6,6,6,6,5,4,6,6,7,7,7,7,1,7,7,7,1,7,4,1,0,,5,,80,7,5,4,4,4,6,6,1,4,6,6,7,7,7,7,2,7,7,7,2,7,0,0,0,,2,,10,10
5,2,1,8,06:00,100,383,39.73510742,-75.66840363,5,2,2,2,2,3,1,3,3,Sell items,3,3,3,3,4,3,3,4,4,7,6,6,5,3,7,8,8,5,9,5,6,8,Fun,3,,72,6,4,3,3,3,3,4,3,3,4,4,6,5,5,5,3,5,5,6,5,6,5,6,7,Fun,2,,22,5,1,3,3,3,3,3,3,3,3,3,2,2,2,2,4,3,3,3,4,3,3,3,3,fun,1,,0,4
3,2,1,10,06:00,100,368,29.63130188,-82.58139801,5,4,4,4,1,4,1,4,1,like photos,1,6,6,6,1,6,6,6,6,7,7,7,7,1,10,10,8,4,10,10,10,10,fun,4,,70,10,5,1,6,6,6,1,6,6,6,6,7,7,7,7,1,10,10,10,5,10,10,10,10,fun,3,,30,10,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,unknown,1,,0,0
3,1,1,8,07:00,100,431,30.79170227,-81.57309723,5,3,2,3,3,2,3,3,5,n/a,1,5,5,6,4,3,5,6,6,5,6,5,7,3,5,8,3,2,7,9,7,0,n/a,3,,80,10,5,6,6,6,6,6,1,5,6,5,6,7,7,5,3,6,7,4,5,8,6,7,0,n/a,1,,20,10,1,5,5,5,5,5,5,5,5,5,1,1,1,1,3,0,0,0,0,0,0,0,0,n/a,1,,0,0
4,1,1,8,06:00,100,340,29.42410278,-98.49359894,4,3,3,3,4,4,4,4,3,,4,5,5,5,5,5,5,6,5,4,5,5,6,3,5,7,6,5,7,6,7,6,,4,,63,7,4,5,5,5,6,6,6,6,6,6,5,6,6,6,3,6,7,7,6,8,8,7,6,,4,,58,7,5,5,5,5,6,6,6,6,6,6,5,6,6,6,3,6,5,7,7,8,5,7,8,,2,,68,8
2,1,1,8,06:00,100,369,-12.98330688,-38.51669312,1,2,3,2,2,3,3,2,3,,3,5,4,4,5,1,4,4,5,5,6,6,6,3,6,8,8,6,8,8,8,5,,5,,41,6,1,1,4,5,4,4,1,4,5,5,5,4,5,5,3,7,8,9,7,7,5,7,5,,5,,59,8,1,3,4,5,5,4,5,6,5,4,5,6,6,6,2,7,9,9,7,6,6,8,5,,4,,49,9
3,1,1,8,06:00,100,393,34.020401,-84.24449921,1,2,3,4,2,3,4,3,4,like photos,3,5,4,3,5,4,3,4,4,3,4,3,4,3,5,5,6,7,6,5,6,7,chat,1,,60,5,2,3,5,4,3,4,5,4,3,4,5,4,4,3,3,5,6,5,6,4,5,4,5,fun,2,,44,4,1,3,4,5,4,3,4,4,4,3,3,4,3,2,3,5,5,6,4,4,6,5,1,fun,1,,38,6
3,1,3,8,06:00,100,411,40.72140503,-74.00520325,5,1,1,1,1,1,1,1,1,,5,4,5,5,6,4,5,6,4,4,7,7,5,4,10,9,8,7,8,6,7,6,,6,,86,6,5,4,5,6,4,5,6,5,4,4,7,7,4,6,4,5,7,9,7,7,6,9,7,,5,,71,7,5,5,4,6,6,5,3,5,6,4,4,6,5,6,4,6,7,8,10,8,7,9,0,,6,12,93,10
2,1,1,8,08:00,100,445,45.67990112,-89.34600067,5,3,2,3,3,3,2,5,4,,3,3,5,5,4,5,5,6,3,6,5,5,3,2,7,9,4,5,9,7,6,0,,3,,83,2,5,3,5,5,4,4,4,4,6,3,6,5,5,3,3,7,8,6,4,7,3,3,0,,1,,14,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,3,0,0,0,0,0,0,0,0,,1,,0,0
2,1,1,4,06:00,100,376,35.47799683,-120.4891052,5,2,2,3,2,2,3,3,3,chatting,3,3,3,4,4,3,4,4,4,4,3,4,3,3,4,3,3,4,4,3,4,3,,3,,46,4,3,3,4,4,5,4,5,4,3,4,4,3,3,2,3,4,4,4,4,2,5,4,5,,3,,47,4,3,4,4,4,4,3,3,4,3,3,4,4,3,4,3,4,4,4,3,5,4,4,0,,4,,43,5
2,2,1,7,08:00,100,476,33.37759399,-112.3873978,5,5,2,5,5,5,2,5,4,,6,1,1,1,6,1,5,1,3,5,3,2,2,4,1,6,1,2,7,2,5,5,,2,,5,1,5,3,3,3,3,1,3,3,5,3,6,7,7,6,1,7,9,6,10,7,9,8,5,,5,,85,8,1,5,5,5,5,5,5,5,5,5,1,1,1,1,3,0,0,0,0,0,0,0,0,,1,,0,0
3,2,3,8,07:00,100,435,34.07640076,-118.2626038,5,3,2,3,1,1,2,3,1,,3,3,3,3,3,3,5,5,5,6,6,6,6,3,7,8,6,6,5,6,5,0,,3,,26,6,5,1,5,5,6,6,6,5,6,6,5,6,6,6,1,10,9,9,9,9,8,9,0,,5,,66,9,4,3,3,3,3,3,3,3,5,5,5,3,3,3,3,4,6,5,4,5,5,4,0,,2,,11,3
2,1,2,8,08:00,100,482,33.43569946,-111.917099,5,1,3,4,1,1,1,4,1,shitpost,5,5,5,5,5,5,5,5,5,7,5,5,5,2,1,9,1,1,10,10,9,0,uh.. i don't know,5,,35,10,5,1,6,6,6,6,4,1,6,4,7,7,7,5,1,10,10,1,4,10,10,9,0,don't know this shouldnt be mandatory,5,,50,10,5,1,6,4,4,6,3,6,4,6,7,7,7,7,1,1,10,4,10,10,10,4,0,whatever,6,i work with it most of the day,86,10
3,2,3,8,07:00,100,454,45.02850342,-93.29889679,5,4,2,5,2,5,3,5,5,,4,3,1,1,6,1,5,3,3,7,3,3,1,3,4,5,3,3,7,2,7,0,,1,,15,2,5,1,5,5,5,6,5,5,6,6,7,7,7,7,1,9,10,8,10,8,5,8,0,,5,,65,10,5,1,5,5,5,6,3,6,5,6,6,5,6,6,2,7,10,5,7,10,3,2,0,,1,,10,8
2,2,1,8,07:00,100,434,36.10780334,-86.76899719,5,3,2,3,1,2,2,5,5,,6,3,3,3,6,3,3,3,3,6,6,6,5,2,4,8,8,6,7,7,7,0,,3,,77,9,4,3,6,6,6,4,6,3,6,3,3,6,6,6,1,9,9,7,5,8,9,7,0,,1,,11,8,1,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,5,5,5,0,,1,,0,0
3,2,1,8,07:00,100,461,41.603302,-87.75469971,4,5,5,5,5,4,3,5,4,NA,3,5,5,6,4,3,4,5,1,5,1,5,1,3,7,8,6,1,7,5,3,0,NA,1,,0,0,2,5,4,3,4,6,3,4,6,3,2,1,5,2,3,5,6,8,1,7,4,2,0,NA,1,,0,0,1,5,5,5,5,5,5,5,5,5,2,2,2,2,3,5,5,5,5,5,5,5,0,NA,1,,0,5
2,1,5,5,06:00,100,401,29.55569458,-95.63349915,5,2,1,1,2,1,1,1,4,,1,6,6,6,5,3,6,5,6,5,7,6,6,1,5,3,7,3,4,8,9,0,,2,,62,9,5,1,6,5,5,5,1,5,5,6,4,4,2,6,4,4,3,8,3,5,3,5,1,,2,,25,8,5,1,6,5,5,4,5,5,6,5,7,4,6,5,2,6,4,10,6,3,8,5,0,,2,,11,8
2,2,1,4,07:00,100,468,36.09860229,-95.92880249,5,1,1,2,2,3,2,3,3,On company pages,1,5,3,3,6,1,1,5,3,6,6,7,6,2,8,9,10,6,9,6,7,8,uniqueness,4,,62,10,4,1,6,4,6,6,1,3,6,3,5,5,6,5,2,8,8,10,8,8,6,6,9,easy to reach out to people,2,,20,7,2,3,4,4,4,6,1,5,3,5,2,2,5,4,3,5,6,5,5,5,5,4,7,easy to message,1,,0,2
3,1,1,4,07:00,100,387,39.9315033,-91.38400269,5,3,1,5,1,1,1,1,5,,1,6,4,6,4,4,6,6,6,7,7,7,7,2,7,9,10,9,7,10,7,6,,4,,90,10,1,5,5,5,5,5,5,5,5,5,1,1,1,1,3,1,1,1,1,1,1,1,1,,1,,0,0,1,5,5,5,5,5,5,5,5,5,1,1,1,1,3,1,1,1,1,1,1,1,1,,1,,0,0
3,1,1,11,09:00,100,522,10.31669617,-72.3167038,3,2,3,2,3,2,2,4,5,,3,3,3,3,3,4,3,3,1,3,3,3,3,4,2,7,3,5,2,5,8,0,,3,,27,4,2,1,5,1,5,3,3,1,4,3,3,4,2,4,3,7,3,7,3,5,7,5,0,,3,,55,2,3,5,5,3,5,3,4,3,5,3,4,6,2,5,4,4,7,2,6,8,2,9,0,,4,,42,4
3,1,1,8,09:00,100,493,43.043396,-87.89450073,4,5,5,5,5,5,5,5,4,,6,1,1,1,6,1,4,1,1,6,2,1,1,4,5,8,2,4,9,5,1,0,,2,,4,0,4,3,3,1,3,6,3,3,4,3,6,5,5,5,2,6,9,2,5,9,3,6,0,,5,,57,5,1,5,5,5,5,5,5,5,5,5,4,4,4,4,3,0,0,0,0,0,0,0,0,,1,,0,0
